nom,uai,type_etablissement,commune,academie,departement,secteur,ips,latitude,longitude
Collège Claude Chappe,0301816L,college,Gallargues-le-Montueux,Montpellier,Gard,Public,107.2,43.7180458028792,4.176280423133239
Ecole des Métiers Professionnels Cévenole (Ecole second degré professionnel privée),0301823U,lycee,Saint-Christol-lez-Alès,Montpellier,Gard,Privé,,44.08024445088128,4.0781576639476675
Ecole privée Palotchka (Ecole secondaire privée),0301848W,college,Nîmes,Montpellier,Gard,Privé,,43.83827775396649,4.318309753635405
Etablissement d'enseignement secondaire privé bilingue Montessori Terre d'Envol (Ecole secondaire privée),0301901D,college,Saint-Hippolyte-du-Fort,Montpellier,Gard,Privé,,43.964517121626606,3.8682353576964794
Collège du Plantaurel,0310012V,college,Cazères,Toulouse,Haute-Garonne,Public,102.9,43.20708424657201,1.0775202852266144
Lycée polyvalent Paul Mathou - Lycée des métiers des travaux publics et du bâtiment,0310017A,lycee,Gourdan-Polignan,Toulouse,Haute-Garonne,Public,102.8,43.07672187924185,0.5837502023855834
Lycée polyvalent Bellevue,0310038Y,lycee,Toulouse,Toulouse,Haute-Garonne,Public,127.4,43.55902482847178,1.4597497411324514
Lycée général Saint-Sernin,0310041B,lycee,Toulouse,Toulouse,Haute-Garonne,Public,139.3,43.608689274370356,1.440150577277135
Lycée général et technologique Ozenne,0310047H,lycee,Toulouse,Toulouse,Haute-Garonne,Public,126.4,43.60964697502873,1.4417296932885342
Lycée professionnel Hélène Boucher - Lycée des métiers des soins à la personne,0310057U,lycee,Toulouse,Toulouse,Haute-Garonne,Public,88.7,43.61352927717047,1.4339001274649656
Collège Antonin Perbosc,0310084Y,college,Auterive,Toulouse,Haute-Garonne,Public,107,43.35679536820639,1.4644100486637992
Collège Hubertine Auclert,0311111P,college,Toulouse,Toulouse,Haute-Garonne,Public,90.4,43.63741158490173,1.4698694752369998
Lycée général et technologique privé Le Caousou,0311133N,lycee,Toulouse,Toulouse,Haute-Garonne,Privé,151.3,43.59989376136917,1.4608197081090182
Collège privé Sainte-Famille des Minimes,0311144A,college,Toulouse,Toulouse,Haute-Garonne,Privé,143.9,43.617516333115425,1.4351687238580355
Collège privé Saint-Thomas d'Aquin,0311150G,college,Toulouse,Toulouse,Haute-Garonne,Privé,138.9,43.5968058989296,1.4478400779131373
Collège privé Sainte-Thérèse,0311160T,college,Colomiers,Toulouse,Haute-Garonne,Privé,140.8,43.6122444934065,1.3386605644560254
Collège privé Sainte-Geneviève,0311162V,college,Saint-Jory,Toulouse,Haute-Garonne,Privé,124.3,43.74109881681196,1.3698640015810675
Collège Nougaro,0311232W,college,Toulouse,Toulouse,Haute-Garonne,Public,104.1,43.62013833882529,1.433950084603474
Collège Henri Guillaumet,0311237B,college,Blagnac,Toulouse,Haute-Garonne,Public,118,43.63567736383504,1.3875593786393554
Etablissement régional d'enseignement adapté de Muret,0311240E,lycee,Muret,Toulouse,Haute-Garonne,Public,,43.449179644577484,1.3167097768705867
Collège Jolimont,0311264F,college,Toulouse,Toulouse,Haute-Garonne,Public,94.7,43.61682729385764,1.474239929505899
Collège Jean Jaurès,0311266H,college,Castanet-Tolosan,Toulouse,Haute-Garonne,Public,132.4,43.51692806157243,1.5069601651014906
Lycée général et technologique Joséphine Baker,0311323V,lycee,Toulouse,Toulouse,Haute-Garonne,Public,101.2,43.584518442901285,1.3975365460346079
Collège Voltaire,0311325X,college,Colomiers,Toulouse,Haute-Garonne,Public,88.7,43.60806506153154,1.328686203353599
Lycée général et technologique Toulouse-Lautrec,0311586F,lycee,Toulouse,Toulouse,Haute-Garonne,Public,112.2,43.62681912852784,1.4421204429885308
Collège Albert Camus,0311689T,college,Villemur-sur-Tarn,Toulouse,Haute-Garonne,Public,104.5,43.85875235880674,1.5046297005696212
Collège Nicolas Vauquelin,0311718Z,college,Toulouse,Toulouse,Haute-Garonne,Public,87,43.58260081396834,1.401209929218137
Collège Jacques Maure,0311720B,college,Castelginest,Toulouse,Haute-Garonne,Public,114.1,43.694715624638796,1.4237197496080525
Collège Romain Rolland,0311722D,college,Saint-Jean,Toulouse,Haute-Garonne,Public,126.6,43.662525749773025,1.5034202584098006
Lycée agricole privé Le Saves de Rieumes,0311843K,lycee,Rieumes,Toulouse,Haute-Garonne,Privé,,43.41279285501583,1.1203204968383635
Collège Vincent Auriol,0311846N,college,Revel,Toulouse,Haute-Garonne,Public,106.3,43.45632273091601,2.011653138718951
Collège privé Sainte-Thérèse,0311968W,college,Saint-Gaudens,Toulouse,Haute-Garonne,Privé,111.6,43.10506395013686,0.7220703051444044
Collège Cantelauze,0312338Y,college,Fonsorbes,Toulouse,Haute-Garonne,Public,114.9,43.551707657730084,1.232850619493586
Lycée général et technologique privé ORT Maurice Grynfogel,0312355S,lycee,Colomiers,Toulouse,Haute-Garonne,Privé,122.8,43.60249423329711,1.333019506805648
Collège Floran Tristan,0312697N,college,Lherm,Toulouse,Haute-Garonne,Public,112.5,43.428903615342335,1.227499880591891
Collège Irène et Frédéric Joliot-Curie,0631451K,college,Aubière,Clermont-Ferrand,Puy-de-Dôme,Public,115.6,45.75129112976596,3.119100577540569
Lycée agricole privé d'Ennezat,0631561E,lycee,Ennezat,Clermont-Ferrand,Puy-de-Dôme,Privé,,45.89746048699958,3.2206106450659813
Collège privé Sainte Thécle,0631730N,college,Chamalières,Clermont-Ferrand,Puy-de-Dôme,Privé,129.8,45.77742320376016,3.0667902395190367
Collège Roger Quilliot,0631773K,college,Clermont-Ferrand,Clermont-Ferrand,Puy-de-Dôme,Public,96.5,45.7929906127036,3.07018942215026
Lycée général privé Massillon,0631847R,lycee,Clermont-Ferrand,Clermont-Ferrand,Puy-de-Dôme,Privé,146.6,45.77856403786448,3.0924401250104916
Lycée polyvalent Pierre Joël Bonté - Lycée des métiers des sciences et techniques de l'habitat et des travaux publics,0631985R,lycee,Riom,Clermont-Ferrand,Puy-de-Dôme,Public,106.8,45.880202651625,3.112210452427746
Lycée professionnel Gergovie,0632091F,lycee,Clermont-Ferrand,Clermont-Ferrand,Puy-de-Dôme,Public,88.6,45.78252992038161,3.1174806341382553
Lycée général René Cassin,0640010N,lycee,Bayonne,Bordeaux,Pyrénées-Atlantiques,Public,126.1,43.48061367308597,-1.4803439158130836
Lycée polyvalent Louis de Foix,0640011P,lycee,Bayonne,Bordeaux,Pyrénées-Atlantiques,Public,106.1,43.4825691503135,-1.4741081856467833
Lycée professionnel - Lycée des métiers de l'habitat et de l'industrie,0640026F,lycee,Gelos,Bordeaux,Pyrénées-Atlantiques,Public,90.2,43.283839765941636,-0.373846683626478
Collège Les Cinq Monts,0640035R,college,Laruns,Bordeaux,Pyrénées-Atlantiques,Public,104.2,42.98857327382051,-0.4222205369228761
"Lycée professionnel Haute Vue - Lycée des métiers du goût, des soins et services à la personne",0640042Y,lycee,Morlaàs,Bordeaux,Pyrénées-Atlantiques,Public,93,43.33754597958926,-0.27667243500288485
Lycée général Albert Camus - Lycée des métiers de la Chimie,0640044A,lycee,Mourenx,Bordeaux,Pyrénées-Atlantiques,Public,110.5,43.368768026972404,-0.6249343749336682
Lycée général Paul Rey,0640046C,lycee,Nay,Bordeaux,Pyrénées-Atlantiques,Public,123.7,43.18106274267657,-0.2546416632530352
Collège des Cordeliers,0640048E,college,Oloron-Sainte-Marie,Bordeaux,Pyrénées-Atlantiques,Public,101.6,43.189197945445336,-0.6069840305678349
Collège Reine Sancie,0640073G,college,Sauveterre-de-Béarn,Bordeaux,Pyrénées-Atlantiques,Public,95.9,43.40102572179592,-0.9409258013522964
Lycée général privé Jeanne d'Arc,0640127R,lycee,Orthez,Bordeaux,Pyrénées-Atlantiques,Privé,124.9,43.490423600397925,-0.771649499272017
Collège privé Moncade,0640128S,college,Orthez,Bordeaux,Pyrénées-Atlantiques,Privé,123,43.49034014968471,-0.7716662889026342
Collège privé Sainte Ursule,0640133X,college,Pau,Bordeaux,Pyrénées-Atlantiques,Privé,139.6,43.298767190659056,-0.3499742780833636
Collège privé Saint Amand,0640143H,college,Bayonne,Bordeaux,Pyrénées-Atlantiques,Privé,132.2,43.48570374255411,-1.494864876089457
Collège privé Saint Michel Garicoits,0640147M,college,Cambo-les-Bains,Bordeaux,Pyrénées-Atlantiques,Privé,110.6,43.362566275347284,-1.404911795329523
Collège privé groupe scolaire St Vincent,0640151S,college,Hendaye,Bordeaux,Pyrénées-Atlantiques,Privé,113.5,43.356241414743224,-1.7750252318887139
Collège privé Arretxea,0640169L,college,Saint-Pée-sur-Nivelle,Bordeaux,Pyrénées-Atlantiques,Privé,110.8,43.356467372321795,-1.5490890331518543
Collège privé Saint Martin,0640170M,college,Salies-de-Béarn,Bordeaux,Pyrénées-Atlantiques,Privé,103.3,43.46750603659246,-0.9228558488244373
Lycée professionnel privé Saint Vincent de Paul - Lycée des métiers de la restauration,0640189H,lycee,Pau,Bordeaux,Pyrénées-Atlantiques,Privé,98.4,43.30536564324775,-0.37784018981778605
Collège Irandatz,0640228A,college,Hendaye,Bordeaux,Pyrénées-Atlantiques,Public,104.4,43.351104277682055,-1.775331375063202
Lycée professionnel agricole d'Orthez,0640253C,lycee,Orthez,Bordeaux,Pyrénées-Atlantiques,Public,,43.500313904367296,-0.7502493280230944
Collège Clermont,0640608N,college,Pau,Bordeaux,Pyrénées-Atlantiques,Public,84.1,43.31114517016447,-0.3707500148030446
Collège d'Amikuze,0641232S,college,Saint-Palais,Bordeaux,Pyrénées-Atlantiques,Public,98.3,43.32753955841356,-1.0272211103596807
Collège Elhuyar,0641393S,college,Hasparren,Bordeaux,Pyrénées-Atlantiques,Public,104.5,43.385539057627746,-1.31277034759996
Collège La Hourquie,0641412M,college,Morlaàs,Bordeaux,Pyrénées-Atlantiques,Public,118.6,43.34090680062089,-0.2611649757357192
Collège Les Lavandières,0641413N,college,Bizanos,Bordeaux,Pyrénées-Atlantiques,Public,124.3,43.29260760977746,-0.34652124092571085
Collège Henri IV,0641509T,college,Nay,Bordeaux,Pyrénées-Atlantiques,Public,109.4,43.179152578626315,-0.2549645639746545
Ecole secondaire privée Saint Michel Garicoitz,0641520E,college,Etcharry,Bordeaux,Pyrénées-Atlantiques,Privé,,43.32017726395014,-0.9216610424116338
Institut agricole privé Saint-Jean Errecart de Saint-Palais,0641545G,lycee,Saint-Palais,Bordeaux,Pyrénées-Atlantiques,Privé,,43.32705866636999,-1.0257192169459002
Lycée agricole privé Notre Dame de Sauveterre,0641548K,lycee,Sauveterre-de-Béarn,Bordeaux,Pyrénées-Atlantiques,Privé,,43.39972101579774,-0.9442249344036542
Collège Maurice Ravel,0641559X,college,Saint-Jean-de-Luz,Bordeaux,Pyrénées-Atlantiques,Public,106.2,43.38542385024169,-1.6596322240071428
Collège Pierre Bourdieu,0641561Z,college,Mourenx,Bordeaux,Pyrénées-Atlantiques,Public,87.5,43.36858824859739,-0.6251662358374172
Collège privé Saint Joseph,0641657D,college,Nay,Bordeaux,Pyrénées-Atlantiques,Privé,120.9,43.17209353504276,-0.26643361955095357
Collège privé Saint Joseph,0641658E,college,Oloron-Sainte-Marie,Bordeaux,Pyrénées-Atlantiques,Privé,113.6,43.18913433406052,-0.6095310459681826
Lycée professionnel privé Saint Joseph,0641705F,lycee,Ustaritz,Bordeaux,Pyrénées-Atlantiques,Privé,105.5,43.402004256415196,-1.4581398392273586
Ecole professionnelle privée Tangérine Formations,0641900T,lycee,Pau,Bordeaux,Pyrénées-Atlantiques,Privé,,43.29586063457424,-0.3696959528095265
Lycée privé Saint Michel Garicoitz,0642112Y,lycee,Etcharry,Bordeaux,Pyrénées-Atlantiques,Privé,,43.3200053767821,-0.922674467326972
Collège privé International School of Béarn,0642166G,college,Pau,Bordeaux,Pyrénées-Atlantiques,Privé,,43.32607985472839,-0.3318416733453647
Lycée général Michelet,0650012K,lycee,Lannemezan,Toulouse,Hautes-Pyrénées,Public,118.4,43.126781154269686,0.3866903727779903
Collège du Haut Lavedan,0650020U,college,Pierrefitte-Nestalas,Toulouse,Hautes-Pyrénées,Public,102.6,42.960349934356536,-0.07482957567356177
"Lycée professionnel Sixte Vignon - Lycée des métiers de l'habitat, de l'énergie et de l'automobile",0650028C,lycee,Aureilhan,Toulouse,Hautes-Pyrénées,Public,89.5,43.24631509872902,0.08485106062404861
Collège Desaix,0650031F,college,Tarbes,Toulouse,Hautes-Pyrénées,Public,91.4,43.230546440553425,0.07809035429572822
Lycée professionnel privé Vincent de Paul,0650067V,lycee,Tarbes,Toulouse,Hautes-Pyrénées,Privé,92,43.230574953144874,0.07921036875003286
Lycée d'enseignement général et technologique agricole de Vic-en-Bigorre,0650139Y,lycee,Vic-en-Bigorre,Toulouse,Hautes-Pyrénées,Public,,43.381991370237216,0.045969525598891565
Collège Pyrénées,0650740B,college,Tarbes,Toulouse,Hautes-Pyrénées,Public,94.4,43.23811496513077,0.058309786435801224
Collège privé Pradeau-La Sède,0651004N,college,Tarbes,Toulouse,Hautes-Pyrénées,Privé,114.5,43.236614674159256,0.06788094603419989
Ecole technologique privée Concept Formation Ecole de coiffure,0651026M,lycee,Tarbes,Toulouse,Hautes-Pyrénées,Privé,,43.24136861336804,0.07356416382933423
Ecole 2d degré général privée Gambetta,0651036Y,lycee,Tarbes,Toulouse,Hautes-Pyrénées,Privé,,43.23191390926808,0.0729799727974344
Collège Privé Hors Contrat Ecole Kicau,0651111E,college,Pierrefitte-Nestalas,Toulouse,Hautes-Pyrénées,Privé,,42.96102077684216,-0.07031652537949959
Collège Des Albères,0660001T,college,Argelès-sur-Mer,Montpellier,Pyrénées-Orientales,Public,96,42.550038267666565,3.0284105681566764
"Lycée polyvalent Déodat de Séverac - Lycée des métiers du transport, de la logistique et des gestions associées",0660004W,lycee,Céret,Montpellier,Pyrénées-Orientales,Public,100,42.485310859764,2.7529518903184065
"Lycée polyvalent Jean Lurcat, Lycée des métiers des arts et services aux organisations",0660011D,lycee,Perpignan,Montpellier,Pyrénées-Orientales,Public,92.2,42.691053239697844,2.908695918079763
Lycée polyvalent Pablo Picasso,0660014G,lycee,Perpignan,Montpellier,Pyrénées-Orientales,Public,96.7,42.697492452148346,2.9260079022900802
Collège Saint-Exupéry,0660019M,college,Perpignan,Montpellier,Pyrénées-Orientales,Public,76.3,42.680940465676386,2.902787058162288
Lycée polyvalent Charles Renouvier,0660021P,lycee,Prades,Montpellier,Pyrénées-Orientales,Public,102.3,42.62974600098965,2.4232329812083155
Lycée professionnel agricole de Rivesaltes,0660039J,lycee,Rivesaltes,Montpellier,Pyrénées-Orientales,Public,,42.76587015429022,2.870105632331567
Lycée climatique et sportif Pierre de Coubertin,0660057D,lycee,Font-Romeu-Odeillo-Via,Montpellier,Pyrénées-Orientales,Public,119,42.51628470465537,2.0415696526904274
Collège La Côte Radieuse,0660648W,college,Canet-en-Roussillon,Montpellier,Pyrénées-Orientales,Public,101.7,42.706068458320054,2.997320419796714
Collège privé Saint Pierre de la Mer,0660846L,college,Saint-Cyprien,Montpellier,Pyrénées-Orientales,Privé,127.9,42.62138623424841,3.0116303619049005
Collège Alice et Jean Olibo,0660848N,college,Saint-Cyprien,Montpellier,Pyrénées-Orientales,Public,102.3,42.624365147000965,3.0068965214362797
Collège privé Pompeu Fabra,0660872P,college,Le Soler,Montpellier,Pyrénées-Orientales,Privé,122.9,42.67870601844888,2.779195356259036
Ecole Agile (Ecole secondaire privée),0660958H,college,Perpignan,Montpellier,Pyrénées-Orientales,Privé,,42.67757031000626,2.8938622655327406
Campus Acadomia Perpignan (Ecole générale et technologique privée),0660976C,lycee,Perpignan,Montpellier,Pyrénées-Orientales,Privé,,42.70191572140045,2.896370511608717
Lycée général et technologique André Maurois,0670005S,lycee,Bischwiller,Strasbourg,Bas-Rhin,Public,108,48.77832938281306,7.846765242693399
Collège Leclerc,0670065G,college,Schiltigheim,Strasbourg,Bas-Rhin,Public,86.7,48.60898317794813,7.731634119330065
Collège Rouget de Lisle,0670066H,college,Schiltigheim,Strasbourg,Bas-Rhin,Public,84.1,48.609011849546405,7.76792065723995
Lycée général et technologique Louis Pasteur,0670082A,lycee,Strasbourg,Strasbourg,Bas-Rhin,Public,98.2,48.57545915268297,7.737689642236224
Collège du Grand Ried,0670106B,college,Sundhouse,Strasbourg,Bas-Rhin,Public,106.3,48.249603147237025,7.60823891428845
Lycée général privé le Gymnase Jean Sturm,0671552Y,lycee,Strasbourg,Strasbourg,Bas-Rhin,Privé,150.1,48.58392207577799,7.748300409006303
Collège Jean Jacques Waltz,0671600A,college,Marckolsheim,Strasbourg,Bas-Rhin,Public,98.1,48.162896118009165,7.549450936392499
Lycée général et technologique privé Institution Sainte Philomène,0671602C,lycee,Haguenau,Strasbourg,Bas-Rhin,Privé,118.6,48.8113991264835,7.789990268686853
Collège privé des Missions Africaines,0671603D,college,Haguenau,Strasbourg,Bas-Rhin,Privé,128.2,48.80134664859663,7.797525270614454
Collège privé Institution La Providence - Fondation Providence Ribeauvillé,0671608J,college,Strasbourg,Strasbourg,Bas-Rhin,Privé,143.3,48.582973214317605,7.750148415663699
Collège André Malraux,0671689X,college,La Wantzenau,Strasbourg,Bas-Rhin,Public,121.5,48.660019814952854,7.82922010200779
Collège Stockfeld,0671691Z,college,Strasbourg,Strasbourg,Bas-Rhin,Public,74.1,48.53867620451881,7.76388540046777
Collège de L'Eichel,0671741D,college,Diemeringen,Strasbourg,Bas-Rhin,Public,100.5,48.94032804686159,7.190867846402821
Collège Louis Arbogast,0671828Y,college,Mutzig,Strasbourg,Bas-Rhin,Public,103.1,48.5374104861252,7.446009653693304
Collège Hans Arp,0671907J,college,Strasbourg,Strasbourg,Bas-Rhin,Public,75.3,48.56904584374289,7.717795246816672
Collège Jacques Tati,0671912P,college,Mertzwiller,Strasbourg,Bas-Rhin,Public,104,48.86696575516983,7.68935360213258
Collège du Parc,0671956M,college,Illkirch-Graffenstaden,Strasbourg,Bas-Rhin,Public,106.2,48.53291103178264,7.714776704301909
Collège Foch,0671958P,college,Strasbourg,Strasbourg,Bas-Rhin,Public,123.2,48.588222805505836,7.751831234416368
Collège du Bois Fleuri,0671960S,college,Schweighouse-sur-Moder,Strasbourg,Bas-Rhin,Public,102.6,48.82436101851216,7.728259027980668
Collège Les Sources,0671986V,college,Saverne,Strasbourg,Bas-Rhin,Public,93.1,48.7346104457673,7.365368815920487
ECP - Ecole commerciale Privée,0672050P,lycee,Strasbourg,Strasbourg,Bas-Rhin,Privé,107.7,48.59115827048031,7.741709916130911
Collège Episcopal Saint Etienne (Collège privé),0672301M,college,Strasbourg,Strasbourg,Bas-Rhin,Privé,134.7,48.58242878717097,7.75578582831619
Collège Erasme,0672459J,college,Strasbourg,Strasbourg,Bas-Rhin,Public,68.9,48.59165836495628,7.701753871014287
ECOLE TECHNIQUE PRIVEE DU STADE TOULOUSAIN,0312711D,lycee,Toulouse,Toulouse,Haute-Garonne,Privé,,43.621847167971765,1.4145097762100096
Collège Germaine Tillion,0312729Y,college,Aussonne,Toulouse,Haute-Garonne,Public,118.9,43.688973928048114,1.3214501969195689
Collège Irène Joliot-Curie,0312743N,college,Fontenilles,Toulouse,Haute-Garonne,Public,128.8,43.53630322913215,1.193070023819429
Ecole secondaire privée hors contrat Notre Dame de l'Aurore,0312967G,college,Verfeil,Toulouse,Haute-Garonne,Privé,,43.65019634418828,1.6454444831424042
Collège privé Internationnal School of Toulouse,0312981X,college,Colomiers,Toulouse,Haute-Garonne,Privé,,43.61500301175265,1.3029085655838735
Collège Elisa Deroche,0313078C,college,Beauzelle,Toulouse,Haute-Garonne,Public,107.3,43.66465518983085,1.3714455582986151
Lycée polyvalent Simone de Beauvoir,0313083H,lycee,Gragnague,Toulouse,Haute-Garonne,Public,129.5,43.695220304399406,1.5799314862887304
Lycée général privé hors contrat L'école de l'Elan vert,0313116U,lycee,Boulogne-sur-Gesse,Toulouse,Haute-Garonne,Privé,,43.2891160833646,0.643198001973703
Collège privé hors contrat Avempace,0313158P,college,Toulouse,Toulouse,Haute-Garonne,Privé,,43.57934832574756,1.3934571526350457
Collège Paléficat,0313167Z,college,Toulouse,Toulouse,Haute-Garonne,Public,88.5,43.64450161464915,1.4554333493358242
Collège privé hors contrat Horizon Bilingue,0313201L,college,Saint-Paul-sur-Save,Toulouse,Haute-Garonne,Privé,,43.69591809519411,1.2244010089641677
Collège Mathalin,0320006H,college,Auch,Toulouse,Gers,Public,104.1,43.64324430600274,0.5915198019709589
Lycée polyvalent Maréchal Lannes,0320015T,lycee,Lectoure,Toulouse,Gers,Public,108.9,43.9309034481255,0.629310333132401
Collège du Fézensaguet,0320021Z,college,Mauvezin,Toulouse,Gers,Public,114.1,43.72953904302764,0.8845197354430475
"Lycée professionnel Clément Ader - Lycée des métiers des réseaux, de l'industrie et du commerce",0320030J,lycee,Samatan,Toulouse,Gers,Public,98.4,43.495634907514045,0.928889625189058
Lycée d'enseignement général et technologique agricole d'Auch,0320039U,lycee,Auch,Toulouse,Gers,Public,,43.62191142393892,0.5723105441650629
Collège Salinis,0320562M,college,Auch,Toulouse,Gers,Public,111.7,43.64525419678124,0.5854205627275127
Lycée professionnel privé Oratoire Sainte-Marie,0320652K,lycee,Auch,Toulouse,Gers,Privé,108.2,43.65064645143793,0.5776903074160079
Ecole 2d degré général Le Carouet,0320682T,lycee,Monlezun,Toulouse,Gers,Privé,,43.488136439910186,0.22652986954898055
Collège privé Saint-Joseph,0320686X,college,Fleurance,Toulouse,Gers,Privé,109.9,43.84116988185958,0.6620605489895293
COLLEGE PRIVEE LES ENFANTS DE L'ADOUR,0320748P,college,Préchac-sur-Adour,Toulouse,Gers,Privé,,43.60200736699141,-0.0027865134494024515
Collège Jean Verdier,0330008E,college,Audenge,Bordeaux,Gironde,Public,112.5,44.68736107865506,-1.0069459511385308
Lycée professionnel Léonard de Vinci,0330018R,lycee,Blanquefort,Bordeaux,Gironde,Public,99.7,44.91232182890992,-0.6200151101422832
Lycée polyvalent Jean Monnet,0330089T,lycee,Libourne,Bordeaux,Gironde,Public,98.1,44.906038406412186,-0.24061333477778224
Lycée professionnel Odilon Redon,0330102G,lycee,Pauillac,Bordeaux,Gironde,Public,84.3,45.195045659309336,-0.7494795615700953
Collège Pierre de Belleyme,0330103H,college,Pauillac,Bordeaux,Gironde,Public,89.7,45.201693775378224,-0.7509541298860303
Collège Georges Brassens,0330108N,college,Podensac,Bordeaux,Gironde,Public,104.3,44.64941295469465,-0.3522624196575841
Lycée polyvalent Jean Renou,0330109P,lycee,La Réole,Bordeaux,Gironde,Public,108.7,44.58115024160796,-0.03986293530922344
Lycée professionnel Jehan Duperier,0330119A,lycee,Saint-Médard-en-Jalles,Bordeaux,Gironde,Public,93.9,44.89599506329157,-0.7062950043036228
Collège François Mauriac,0330122D,college,Saint-Symphorien,Bordeaux,Gironde,Public,100.1,44.430274103031955,-0.49182518493274996
Collège Henri Brisson,0330128K,college,Talence,Bordeaux,Gironde,Public,133.5,44.818707166798056,-0.5914161787171183
Lycée polyvalent Alfred Kastler,0330135T,lycee,Talence,Bordeaux,Gironde,Public,114.9,44.80232383129405,-0.5991503312832988
Collège Capeyron,0330145D,college,Mérignac,Bordeaux,Gironde,Public,103.6,44.849560003439734,-0.6474610333265041
Collège Eugène Atget,0330162X,college,Libourne,Bordeaux,Gironde,Public,105.2,44.91757897592239,-0.24197022987582603
"Lycée d'enseignement général, technologique et professionnel agricole de Blanquefort",0331424U,lycee,Blanquefort,Bordeaux,Gironde,Public,,44.91696938099785,-0.634516114541878
Collège Pierre Martin,0331433D,college,Rauzan,Bordeaux,Gironde,Public,98.6,44.777351372119746,-0.12434098935156113
Collège Les Eyquems,0331435F,college,Mérignac,Bordeaux,Gironde,Public,119.6,44.82724018911773,-0.6459605757572225
Collège Jean Zay,0331464M,college,Cenon,Bordeaux,Gironde,Public,91.7,44.854318986096345,-0.5131354045833131
Lycée général privé Albert Le Grand,0331491S,lycee,Bordeaux,Bordeaux,Gironde,Privé,136.4,44.823937482245064,-0.5819615849023279
Lycée général privé Saint Genès La Salle,0331493U,lycee,Bordeaux,Bordeaux,Gironde,Privé,147.6,44.824807830236,-0.5814396254325896
Lycée général privé Notre Dame,0331499A,lycee,Bordeaux,Bordeaux,Gironde,Privé,129.8,44.84264141599289,-0.5820680837615095
Lycée général et technologique privé Montesquieu,0331506H,lycee,Libourne,Bordeaux,Gironde,Privé,122.5,44.91319608679604,-0.24625429147166547
Collège privé Saint Louis Sainte Thérèse,0331513R,college,Bordeaux,Bordeaux,Gironde,Privé,124.9,44.85715197815199,-0.5688607714122762
Collège privé Sainte Marie Jeanne d'Arc,0331527F,college,Langon,Bordeaux,Gironde,Privé,124,44.55643643699894,-0.2497429207899582
Lycée professionnel privé Jeanne d'Arc,0331569B,lycee,Saint-Médard-de-Guizières,Bordeaux,Gironde,Privé,99.3,45.0153935970526,-0.060154969187187865
"Lycée professionnel privé Saint Augustin - Lycée des métiers du bien-être, des soins et des services à la personne et du commerce",0331585U,lycee,Bordeaux,Bordeaux,Gironde,Privé,110.2,44.83453373630023,-0.6071466968492667
Collège Georges Lapierre,0331619F,college,Lormont,Bordeaux,Gironde,Public,82.8,44.87440703977014,-0.5223870666307535
Collège Fontaines de Monjous,0331622J,college,Gradignan,Bordeaux,Gironde,Public,127.2,44.77657522099806,-0.6061018410760983
Collège Alouette,0331623K,college,Pessac,Bordeaux,Gironde,Public,127.1,44.80172118998038,-0.6683861199855397
"Lycée d'enseignement général, technologique et professionnel agricole de Bazas",0331683A,lycee,Bazas,Bordeaux,Gironde,Public,,44.43252660169231,-0.22086323497314297
Collège André Lahaye,0331890A,college,Andernos-les-Bains,Bordeaux,Gironde,Public,121.4,44.74595270165103,-1.0880210512702047
Collège Les Lesques,0331891B,college,Lesparre-Médoc,Bordeaux,Gironde,Public,90.2,45.299822399133554,-0.9266261293803881
Lycée général et technologique Odilon Redon,0332081H,lycee,Pauillac,Bordeaux,Gironde,Public,102.6,45.19500989686162,-0.7494707834540737
"Lycée professionnel Condorcet - Lycée des métiers de l'hôtellerie, du tourisme et des services",0332194F,lycee,Arcachon,Bordeaux,Gironde,Public,99.9,44.65140872087959,-1.1612535055562438
Collège François Mauriac,0332244K,college,Léognan,Bordeaux,Gironde,Public,130.5,44.72952757871586,-0.5911043031352495
Collège Paul Esquinance,0332248P,college,La Réole,Bordeaux,Gironde,Public,94.1,44.584434934634295,-0.03058774661902694
Lycée agricole privé de Villenave,0332282B,lycee,Villenave-d'Ornon,Bordeaux,Gironde,Privé,,44.78744226117057,-0.5838318313494856
Collège Ausone,0332288H,college,Bazas,Bordeaux,Gironde,Public,101.8,44.426871286421495,-0.21972771517255607
Collège Max Linder,0332340P,college,Saint-Loubès,Bordeaux,Gironde,Public,108.9,44.909941137654094,-0.42746459549748095
Collège Jacques Prévert,0332341R,college,Bourg,Bordeaux,Gironde,Public,100.3,45.04124052082845,-0.5551740518421362
Lycée agricole privé Saint-Clément de Cudos,0332382K,lycee,Cudos,Bordeaux,Gironde,Privé,,44.391266004364205,-0.21361339236044175
Collège privé Notre-Dame,0332489B,college,Bordeaux,Bordeaux,Gironde,Privé,128.8,44.842642680494045,-0.5820010243507929
Lycée professionnel privé Bel Orme - Lycée des métiers du service et de la relation et du laboratoire,0332495H,lycee,Bordeaux,Bordeaux,Gironde,Privé,116.6,44.849825462652845,-0.5941293608625177
Lycée professionnel privé Saint Joseph,0332535B,lycee,Blanquefort,Bordeaux,Gironde,Privé,92.8,44.908574395878375,-0.6438179791076815
Collège Jean Cocteau,0332657J,college,Lège-Cap-Ferret,Bordeaux,Gironde,Public,111.7,44.792367229785825,-1.1462719350389288
Collège Aliénor d'Aquitaine,0332743C,college,Martignas-sur-Jalle,Bordeaux,Gironde,Public,126.8,44.845820328393344,-0.7813895460255532
